1	14754	1
1	15387	1
1	15503	1
1	15649	1
1	15698	1
1	15704	1
1	15756	1
1	15763	1
1	15811	1
1	15819	1
1	15831	1
1	16094	1
1	16202	1
1	16403	1
1	16455	1
1	16480	1
1	16484	1
1	16500	1
1	16544	1
1	16634	1
1	16705	1
1	16740	1
1	16760	1
1	16807	1
1	16844	1
1	16874	1
1	16879	1
1	16904	1
1	16916	1
1	16935	1
1	16981	1
1	17204	1
1	17265	1
1	17382	1
1	17409	1
1	17503	1
1	17509	1
1	17862	1
1	17914	1
1	17947	1
1	17957	1
1	18038	1
1	18225	1
1	18373	1
1	18394	1
1	18645	1
1	18674	1
1	18679	1
1	18695	1
1	18716	2
1	18745	1
1	18847	1
1	18854	1
1	18861	1
1	19842	1
1	19997	1
1	19999	1
1	20011	1
1	20191	1
1	20223	1
1	20410	1
1	20562	1
1	20679	1
1	20900	1
1	20928	1
1	20943	1
1	20966	1
1	20969	1
1	20982	1
1	21051	1
1	21177	1
1	21225	1
1	21275	1
1	21345	1
1	21361	1
1	21451	1
1	21510	1
1	21536	1
1	21567	1
1	21575	1
1	21641	1
1	21661	1
1	21736	1
1	21749	1
1	21756	1
1	21902	1
1	21927	1
1	21934	1
1	21943	1
1	21944	1
1	21998	1
1	22004	1
1	22177	1
1	22206	1
1	22208	1
1	22248	1
1	22295	1
1	22333	1
1	22403	1
1	22547	1
1	22558	1
1	22637	1
1	22755	1
1	22756	1
1	22784	1
1	22987	1
1	23012	1
1	23054	1
1	23071	1
1	23083	1
1	23157	1
1	23193	1
1	23198	1
1	23244	1
1	23326	1
1	23380	1
1	23523	1
1	23593	1
1	23687	1
1	23727	1
1	23733	1
1	23808	1
1	23822	1
1	24146	1
1	24272	1
1	24303	1
1	24317	1
1	24336	1
1	24386	1
1	24417	1
1	24441	1
1	24491	1
1	24527	1
1	24531	1
1	24537	1
1	24669	1
1	24686	1
1	24729	1
1	24776	1
1	24781	1
1	24925	1
1	24960	1
1	25006	1
1	25031	1
1	25119	1
1	25201	1
1	25416	1
1	25513	1
1	25593	1
1	25604	1
1	25726	1
1	25774	1
1	25780	1
1	25886	1
1	25927	1
1	25935	1
1	25965	1
1	26015	1
1	26029	1
1	26047	1
1	26054	1
1	26055	1
1	26127	1
1	26187	1
1	26295	1
1	26356	1
1	26454	1
1	26488	1
1	26572	1
1	26597	1
1	26638	1
1	26640	1
1	26652	1
1	26667	1
1	26841	1
1	26847	1
1	26915	1
1	27029	1
1	27145	1
1	27226	1
1	27295	1
1	27322	1
1	27331	1
1	27336	1
1	27364	1
1	27369	1
1	27410	1
1	27419	1
1	27511	1
1	27548	1
1	27564	1
1	27582	1
1	27611	1
1	27669	1
1	27673	1
1	27790	1
1	27795	1
1	27853	1
1	27891	1
1	27966	1
1	27987	1
1	28014	1
1	28038	1
1	28064	1
1	28074	1
1	28269	1
1	28288	1
1	28321	1
1	28464	1
1	28474	1
1	28502	1
1	28564	1
1	28609	1
1	28617	1
1	28658	1
1	28663	1
1	28667	1
1	28729	1
1	28767	1
1	28803	1
1	28817	1
1	28905	1
1	28919	1
1	28939	1
1	28976	1
1	29113	1
1	29265	1
1	29274	2
1	29293	1
1	29336	3
1	29363	1
1	29384	1
1	29394	1
1	29469	3
1	29730	1
1	29819	1
1	29825	1
1	29951	1
1	30039	1
1	30062	1
1	30091	1
1	30103	1
1	30117	1
1	30141	1
1	30144	1
1	30150	1
1	30153	1
1	30197	2
1	30373	1
1	30382	1
1	30415	1
1	30472	1
1	30521	1
1	30526	1
1	30559	1
1	30594	1
1	30691	1
1	30815	1
1	30908	1
1	30947	1
1	30979	1
1	31016	1
1	31084	1
1	31181	1
1	31230	1
1	31254	1
1	31289	1
1	31317	1
1	31365	1
1	31392	1
1	31470	1
1	31473	1
1	31552	1
1	31636	1
1	31649	1
1	31653	1
1	31692	1
1	31731	1
1	31759	1
1	31768	1
1	31856	1
1	31932	1
1	31948	1
1	32031	1
1	32036	2
1	32181	1
1	32275	1
1	32342	1
1	32395	1
1	32408	1
1	32424	1
1	32444	1
1	32464	1
1	32475	1
1	32487	1
1	32540	1
1	32574	1
1	32617	1
1	32658	1
1	32742	1
1	32860	1
1	32876	1
1	32883	1
1	33137	1
1	33153	1
1	33162	1
1	33200	1
1	33209	1
1	33216	1
1	33217	1
1	33228	1
1	33321	1
1	33326	1
1	33336	1
1	33368	1
1	33378	1
1	33451	1
1	33459	1
1	33467	1
1	33515	1
1	33544	1
1	33673	1
1	33680	1
1	33684	1
1	33703	1
1	33705	1
1	33857	1
1	33892	1
1	33932	1
1	33968	1
1	33977	3
1	34039	1
1	34106	1
1	34141	1
1	34227	1
1	34236	1
1	34289	1
1	34324	1
1	34443	1
1	34460	1
1	34469	1
1	34548	1
1	34596	1
1	34726	1
1	34924	1
1	34927	1
1	34945	1
1	35376	1
1	35507	1
1	35570	1
1	35651	1
1	35719	1
1	35833	1
1	35843	1
1	35899	1
1	35930	1
1	35960	1
1	36039	1
1	36088	1
1	36104	1
1	36191	1
1	36224	1
1	36295	1
1	36371	1
1	36399	1
1	36433	1
1	36442	1
1	36457	1
1	36502	1
1	36520	1
1	36552	1
1	36585	1
1	36682	1
1	36698	1
1	36953	1
1	37016	1
1	37071	1
1	37094	1
1	37095	1
1	37125	1
1	37149	1
1	37211	1
1	37251	1
1	37410	1
1	37458	1
1	37464	1
1	37517	1
1	37544	1
1	37581	1
1	37648	1
1	37681	1
1	37849	1
1	37896	1
1	37928	1
1	37977	1
1	37978	1
1	37979	1
1	37980	1
1	37981	1
1	37982	1
1	37983	1
1	37984	1
1	37985	1
1	37986	1
1	37987	1
1	38005	1
1	38074	1
1	38075	1
1	38169	1
1	38224	1
1	38228	1
1	38229	1
1	38230	1
1	38231	1
1	38232	1
1	38275	1
1	38329	1
1	38330	1
1	38331	1
1	38390	1
1	38393	2
1	38479	1
1	38480	1
1	38481	1
1	38482	1
1	38619	1
1	38675	1
1	38676	1
1	38677	1
1	38800	1
1	38802	1
1	38803	1
1	38862	1
1	38906	1
1	38914	1
1	38917	1
1	38918	1
1	38919	1
1	38946	1
1	38982	1
1	38989	1
1	39017	1
1	39018	1
1	39027	1
1	39035	1
1	39054	1
1	39055	1
1	39056	1
1	39057	1
1	39058	1
1	39126	1
1	39201	1
1	39204	1
1	39205	1
1	39216	1
1	39218	1
1	39295	1
1	39320	1
1	39344	1
1	39352	1
1	39353	1
1	39354	1
1	39356	1
1	39380	1
1	39442	1
1	39466	1
1	39467	1
1	39501	1
1	39502	2
1	39503	2
1	39504	2
1	39505	3
1	39506	2
1	39507	2
1	39508	3
1	39509	2
1	39510	1
1	39555	1
1	39615	1
1	39616	1
1	39617	1
1	39618	1
1	39753	1
1	39782	2
1	39783	3
1	39784	2
1	39785	4
1	39786	2
1	39787	3
1	39788	1
1	39789	1
1	39790	4
1	39791	2
1	39847	1
1	39852	1
1	39912	1
1	39913	1
1	39914	1
1	39915	1
1	39916	1
1	39919	1
1	39951	1
1	39961	1
1	40013	1
1	40039	1
1	40146	3
1	40154	5
1	40155	1
1	40156	5
1	40157	1
1	40158	1
1	40170	1
1	40171	1
1	40172	2
1	40173	2
1	40174	1
1	40225	1
1	40226	1
1	40231	1
1	40299	1
1	40300	1
1	40301	1
1	40303	1
1	40304	1
1	40333	1
1	40334	2
1	40335	2
1	40336	2
1	40337	4
1	40428	1
1	40429	1
1	40430	1
1	40431	1
1	40447	1
1	40506	1
1	40532	1
1	40616	1
1	40617	2
1	40618	3
1	40619	2
1	40620	2
1	40634	1
1	40687	1
1	40730	1
1	40731	1
1	40732	1
1	40733	1
1	40735	1
1	40787	1
1	40839	1
1	40840	1
1	40877	2
1	40878	2
1	40879	3
1	40880	2
1	40881	2
1	40943	1
1	40971	1
1	40972	1
1	40973	1
1	40974	1
1	40975	1
1	40987	1
1	40992	4
1	41003	1
1	41038	1
1	41055	1
1	41059	1
1	41067	1
1	41094	1
1	41095	1
1	41123	1
1	41129	1
1	41130	3
1	41131	1
1	41132	1
1	41133	1
1	41134	1
1	41135	1
1	41136	1
1	41137	1
1	41138	1
1	41139	1
1	41140	1
1	41146	1
1	41236	1
1	41237	1
1	41238	1
1	41239	1
1	41362	1
1	41363	1
1	41368	1
1	41369	1
1	41380	1
1	41387	1
1	41388	1
1	41427	1
1	41438	1
1	41439	1
1	41445	1
1	41461	1
1	41466	1
1	41467	1
1	41468	1
1	41469	1
1	41470	1
1	41510	1
1	41511	1
1	41554	1
1	41657	1
1	41658	1
1	41659	3
1	41660	1
1	41661	1
1	41662	3
1	41767	1
1	41768	1
1	41769	1
1	41770	1
1	41837	1
1	41868	1
1	41880	1
1	41881	1
1	41891	1
1	41931	1
1	41932	5
1	41933	1
1	41934	1
1	41935	1
1	41936	1
1	41937	5
1	41996	1
1	42014	1
1	42015	1
1	42017	1
1	42018	1
1	42019	1
1	42020	1
1	42021	1
1	42022	1
1	42024	1
1	42025	1
1	42064	1
1	42066	1
1	42076	1
1	42154	1
1	42188	1
1	42189	1
1	42190	1
1	42191	1
1	42192	1
1	42193	1
1	42194	1
1	42195	1
1	42196	4
1	42197	1
1	42198	1
1	42199	1
1	42202	1
1	42287	1
1	42289	1
1	42290	1
1	42291	1
1	42292	1
1	42293	1
1	42294	1
1	42295	1
1	42296	1
1	42304	2
1	42374	1
1	42375	1
1	42376	1
1	42377	1
1	42378	1
1	42399	1
1	42400	1
1	42401	1
1	42402	1
1	42403	1
1	42473	1
1	42490	1
1	42491	1
1	42493	1
1	42494	1
1	42495	1
1	42496	1
1	42547	1
1	42601	1
1	42602	1
1	42616	1
1	42617	4
1	42618	5
1	42619	4
1	42620	1
1	42621	1
1	42622	1
1	42623	1
1	42624	1
1	42683	1
1	42684	1
1	42685	1
1	42686	1
1	42687	1
1	42688	1
1	42777	1
1	42805	1
1	42820	1
1	42823	1
1	42846	1
1	42904	1
1	42905	1
1	42906	1
1	42907	1
1	42908	1
1	42914	1
1	43014	1
1	43115	1
1	43161	1
1	43162	1
1	43163	1
1	43164	1
1	43165	1
1	43166	1
1	43167	1
1	43168	3
1	43169	3
1	43170	1
1	43268	1
1	43383	1
1	43384	1
1	43385	1
1	43386	1
1	43387	1
1	43388	1
1	43389	1
1	43429	1
1	43441	1
1	43518	1
1	43583	1
1	43584	1
1	43585	1
1	43640	1
1	43655	1
1	43740	2
1	43801	1
1	43802	1
1	43803	1
1	43804	1
1	43940	2
1	43955	1
1	43956	1
1	43984	1
1	44035	1
1	44036	1
1	44037	1
1	44038	1
1	44039	1
1	44040	1
1	44045	1
1	44142	1
1	44171	1
1	44230	1
1	44231	1
1	44232	1
1	44233	1
1	44234	2
1	44394	1
1	44451	1
1	44452	1
1	44453	1
1	44454	3
1	44455	1
1	44638	1
1	44674	1
1	44675	1
1	44676	4
1	44677	1
1	44678	1
1	44723	1
1	44903	1
1	44914	1
1	44915	1
1	44916	2
1	44917	1
1	44918	1
1	44919	1
1	45028	1
1	45097	1
1	45104	1
1	45158	1
1	45176	2
1	45177	1
1	45178	1
1	45179	2
1	45180	1
1	45181	1
1	45182	4
1	45183	4
1	45184	1
1	45185	3
1	45415	1
1	45416	1
1	45417	1
1	45418	1
1	45470	1
1	45513	1
1	45514	1
1	45515	1
1	45516	1
1	45517	1
1	45588	1
1	45695	1
1	45725	1
1	45726	1
1	45727	1
1	45728	1
1	45729	1
1	45730	3
1	45731	1
1	45732	1
1	45733	1
1	45753	1
1	45882	1
1	45908	4
1	45909	1
1	45910	1
1	45911	1
1	45912	1
1	45913	1
1	45914	2
1	45946	1
1	46089	1
1	46090	1
1	46091	2
1	46092	1
1	46093	1
1	46202	2
1	46314	1
1	46315	1
1	46316	1
1	46317	1
1	46318	1
1	46319	1
1	46365	1
1	46538	1
1	46539	2
1	46540	1
1	46541	1
1	46542	1
1	46543	1
1	46544	1
1	46545	5
1	46575	1
1	46608	1
1	46632	1
1	46650	1
1	46701	1
1	46749	1
1	46750	1
1	46751	1
1	46752	1
1	46753	1
1	46754	1
1	46755	1
1	46756	1
1	46757	2
1	46929	1
1	46978	1
1	46979	1
1	46980	1
1	46981	1
1	46982	1
1	46983	1
1	46984	3
1	46985	1
1	46986	1
1	46987	1
1	47039	1
1	47164	1
1	47165	1
1	47166	1
1	47167	1
1	47168	1
1	47169	1
